kanji	JLPT	grade	example1	other examples
住	5	3	住む|すむ|to live in|5	['住民|じゅうみん|citizens; inhabitants; residents; population|3', '住宅|じゅうたく|resident; housing|3']
洋	5	3	洋服|ようふく|western-style clothes|5	['東洋|とうよう|Orient|2', '洋品店|ようひんてん|shop which handles Western-style apparel and accessories|2']
短	5	3	短い|みじかい|short|5	['短期|たんき|short term|2', '短編|たんぺん|short (e.g. story; film)|2']
荷	5	3	荷物|にもつ|luggage|5	['荷造り|にづくり|packing; baling; crating|1']
転	5	3	自転車|じてんしゃ|bicycle|5	['運転|うんてん・する|operation; motion; driving; to drive|3', '転ぶ|ころぶ|to fall down; to fall over|3']
練	5	3	練習|れんしゅうする|to practice|5	['訓練|くんれん|practice; training|3', '練る|ねる|to knead; to work over; to polish up|1']
部	5	3	部屋|へや|room|5	['部長|ぶちょう |head of a section|4', '大部分|だいぶぶん|most part; greater part; majority|3']
死	5	3	死ぬ|しぬ|to die|5	['死亡|しぼう|death; mortality|3', '死体|したい|corpse|2']
使	5	3	大使館|たいしかん|embassy|5	['大使|たいし|ambassador|3', '使用|しよう|use; application; employment; utilization|3']
乗	5	3	乗る|のる|to get on; to ride|5	['乗り換える|のりかえる |to change between buses or trains|4', '乗せる|のせる|to take on board; to give a ride|3']
消	5	3	消える|きえる|to disappear|5	['消しゴム|けしゴム |eraser|4', '消防|しょうぼう|fire fighting; fire department|3']
鉄	5	3	地下鉄|ちかてつ|underground train|5	['鉄道|てつどう|railroad|3', '鉄砲|てっぽう|gun|2']
号	5	3	番号|ばんごう|number|5	['符号|ふごう|sign; mark; symbol|2', '記号|きごう|symbol; code|2']
待	5	3	待つ|まつ|to wait|5	['招待|しょうたい・する|invitation; to invite|3', '待ち合わせる|まちあわせる|to rendezvous; to meet at a prearranged place and time|2']
両	5	3	両親|りょうしん|both parents|5	['両替|りょうがえ|change; money exchange|3', '両側|りょうがわ|both sides|2']
族	5	3	家族|かぞく|family|5	['貴族|きぞく|noble; aristocrat|1']
銀	5	3	銀行|ぎんこう|bank|5	[]
返	5	3	返す|かえす|to return something|5	['繰り返す|くりかえす|to repeat; to do something over again|3', '引っ繰り返る|ひっくりかえる|to be overturned; to be upset; to topple over; to be reversed|2']
事	5	3	仕事|しごと|job|5	['用事|ようじ |things to do|4', '返事|へんじ |reply|4']
橋	5	3	橋|はし|bridge|5	['橋渡し|はしわたし|bridge building; mediation|1', '桟橋|さんきょう|wharf; bridge; jetty; pier|1']
病	5	3	病気|びょうき|illness|5	['看病|かんびょう|nursing (a patient)|2', '病|やまい|illness; disease|1']
曲	5	3	曲る|まがる|to turn; to bend|5	['曲げる|まげる|to bend; to crook; to lean|2', '曲線|きょくせん|curve|2']
真	5	3	写真|しゃしん|photograph|5	['真似|まね|mimicry; imitation; behavior; pretense|3', '真っ直ぐ|まっすぐ|straight (ahead); direct; upright|3']
要	5	4	要る|いる|to need|5	['要点|ようてん|gist; main point|3', '要素|ようそ|element|3']
徒	5	4	生徒|せいと|pupil|5	[]
置	5	4	置く|おく|to put|5	['位置|いち|place; situation; position; location|3', '物置|ものおき|storage room|2']
昨	5	4	昨夜|ゆうべ|last night|5	['一昨日|おととい|day before yesterday|5', '昨日|きのう|yesterday|5']
鏡	5	4	眼鏡|めがね|glasses|5	['望遠鏡|ぼうえんきょう|telescope|2', '顕微鏡|けんびきょう|microscope|2']
冷	5	4	冷たい|つめたい|cold to the touch|5	['冷房|れいぼう |air conditioning|4', '冷える|ひえる |to grow cold|4']
働	5	4	働く|はたらく|to work|5	['共働き|ともばたらき|dual income|1', '働|どう|work; labor|1']
便	5	4	郵便局|ゆうびんきょく|post office|5	['不便|ふべん |inconvenience|4', '便り|たより|news; tidings; information; correspondence; letter|3']
無	5	4	無くす|なくす|to lose something|5	['無理|むり |impossible|4', '無し|なし|without|3']
飛	5	4	飛ぶ|とぶ|to fly; to hop|5	['飛行場|ひこうじょう |airport|4', '飛ばす|とばす|to skip over; to omit|3']
果	5	4	果物|くだもの|fruit|5	['効果|こうか|effect; effectiveness; efficacy; result|3', '果して|はたして|as was expected; really|2']
達	5	4	友達|ともだち|friend|5	['発達|はったつ|development; growth|3', '配達|はいたつ|delivery; distribution|3']
熱	5	4	熱い|あつい|hot (things)|5	['熱中する|ねっちゅうする|to devote oneself; be devoted to; be crazy about|3', '熱帯|ねったい|tropics|3']
塩	5	4	塩|しお|salt|5	['塩辛い|しおからい|salty (taste)|2', '塩|えん|salt|1']
覚	5	4	覚える|おぼえる|to remember|5	['感覚|かんかく|sense; sensation|3', '覚める|さめる|to wake; to wake up|3']
差	5	4	差す|さす|to stretch out hands; to raise an umbrella|5	['差し上げる|さしあげる |(polite) to give|4', '差|さ|difference; variation|3']
辞	5	4	辞書|じしょ|dictionary|5	['辞める|やめる|to retire|3', '御辞儀|おじぎ|bow|2']
初	5	4	初めて|はじめて|for the first time|5	['最初|さいしょ |beginning; first|4', '初旬|しょじゅん|first 10 days of the month|2']
散	5	4	散歩|さんぽする|to stroll|5	['散らかす|ちらかす|to scatter around; to leave untidy|2', '散る|ちる|to fall; to scatter (e.g. blossoms)|2']
建	5	4	建物|たてもの|building|5	['建てる|たてる |to build|4', '建築|けんちく|construction; architecture|3']
低	5	4	低い|ひくい|short; low|5	['低下|ていか|fall; decline; lowering; deterioration|2']
堂	5	4	食堂|しょくどう|dining hall|5	['堂々|どうどう|magnificent; grand; impressive|1', '議事堂|ぎじどう|Diet building|1']
英	5	4	英語|えいご|English language|5	['英和|えいわ|English-Japanese (e.g. dictionary)|2', '英文|えいぶん|sentence in English|2']
好	5	4	大好き|だいすき|to be very likeable|5	['格好|かっこう|shape; form; posture; suitability; appearance|3', '好む|このむ|to like; to prefer|3']
静	5	4	静か|しずか|quiet|5	['静まる|しずまる|to quieten down; to calm down; to subside|2', '静的|せいてき|static|1']
菜	5	4	野菜|やさい|vegetable|5	[]
官	5	4	警官|けいかん|policeman|5	['長官|ちょうかん|chief; (government) secretary|1', '官僚|かんりょう|bureaucrat; bureaucracy|1']
結	5	4	結婚|けっこん|marriage|5	['結ぶ|むすぶ|to tie; to bind; to link|3', '結論|けつろん|conclusion|3']
機	5	4	飛行機|ひこうき|aeroplane|5	['機能|きのう|function; faculty|3', '機械|きかい|machine; mechanism|3']
夫	5	4	大丈夫|だいじょうぶ|all right|5	['夫|おっと |husband|4', '夫婦|ふうふ|married couple; husband and wife|3']
料	5	4	料理|りょうり|cuisine|5	['無料|むりょう|free; no charge|3', '料金|りょうきん|fee; charge; fare|3']
観	5	4	見る 観る|みる|to see; to watch|5	['観光|かんこう|sightseeing|3', '観客|かんきゃく|audience; spectator(s)|3']
関	5	4	玄関|げんかん|entry hall|5	['関連|かんれん|relation; connection; relevance|3', '関する|かんする|to concern; to be related|3']
飯	5	4	晩御飯|ばんごはん|evening meal|5	['昼御飯|ひるごはん|midday meal|5', '朝御飯|あさごはん|breakfast|5']
利	5	4	便利|べんり|useful; convenient|5	['利口|りこう|clever; shrewd; bright; sharp; wise; intelligent|3', '利益|りえき|profits; gains; (political; economic) interest|3']
辺	5	4	辺|へん|area|5	['周辺|しゅうへん|circumference; outskirts; environs; (computer) peripheral|2', '対辺|たいへん|(geometrical) opposite side|1']
借	5	4	借りる|かりる|to borrow|5	['拝借|はいしゃく|borrowing|1', '借り|かり|borrowing; debt; loan|1']
弁	5	5	お弁当|おべんとう|boxed lunch|5	['代弁|だいべん|pay by proxy; act for another; speak for another|1', '弁論|べんろん|discussion; debate; argument|1']
眼	5	5	眼鏡|めがね|glasses|5	['眼球|がんきゅう|eyeball|1', '眼鏡|がんきょう|spectacles; glasses|1']
構	5	5	結構|けっこう|splendid; enough|5	['構成|こうせい|organization; composition|3', '構造|こうぞう|structure; construction|2']
財	5	5	財布|さいふ|wallet|5	['文化財|ぶんかざい|cultural assets; cultural property|1', '財|ざい|fortune; riches|1']
雑	5	5	雑誌|ざっし|magazine|5	['混雑|こんざつ|congestion; |3', '雑巾|ぞうきん|house-cloth; dust cloth|2']
河	5	5	川/河|かわ|river|5	['運河|うんが|canal; waterway|2', '河川|かせん|rivers|1']
貸	5	5	貸す|かす|to lend|5	['貸家|かしや|house for rent|2', '貸間|かしま|room to let|2']
易	5	5	易しい|やさしい|easy; simple|5	['容易|ようい|easy; simple; plain|3', '安易|あんい|easy-going|2']
居	5	5	居る|いる|to be; to have (used for people and animals)|5	['居眠り|いねむり|dozing; nodding off|3', '居る|おる|to be (animate); to be; to exist|3']
勢	5	5	大勢|おおぜい|great number of people|5	['姿勢|しせい|attitude; posture|2', '勢力|せいりょく|influence; power; might; strength; potency; force; energy|1']
質	5	5	質問|しつもん|question|5	['質|しつ|quality; nature (of person)|3', '素質|そしつ|character; qualities; genius|2']
布	5	5	財布|さいふ|wallet|5	['布|ぬの|cloth|3', '毛布|もうふ|blanket|3']
授	5	5	授業|じゅぎょう|lesson; class work|5	['助教授|じょきょうじゅ|assistant professor|2', '授ける|さずける|to grant; to award; to teach|1']
厚	5	5	厚い|あつい|kind; deep; thick|5	[]
留	5	5	留学生|りゅうがくせい|overseas student|5	['停留所|ていりゅうじょ|bus or tram stop|3', '留める|とめる|to fasten; to turn off; to detain|3']
誕	5	6	誕生日|たんじょうび|birthday|5	[]
危	5	6	危ない|あぶない|dangerous|5	['危うい|あやうい|dangerous; critical; grave|2', '危害|きがい|injury; harm; danger|1']
困	5	6	困る|こまる|to be worried|5	['貧困|ひんこん|poverty; lack|1']
私	5	6	私|わたし|I; myself|5	['私鉄|してつ|private railway|2', '私立|しりつ|private (establishment)|2']
机	5	6	机|つくえ|desk|5	[]
供	5	6	子供|こども|child|5	['提供|ていきょう|offer; tender; program sponsoring; furnishing|1', '供|きょう|offer; present; submit; serve (a meal); supply|1']
忘	5	6	忘れる|わすれる|to forget|5	['度忘れ|どわすれ|lapse of memory; forget for a moment|1']
閉	5	6	閉まる|しまる|to close; to be closed|5	['閉じる|とじる|to close (e.g. book; eyes); to shut|3', '閉会|へいかい|closure|2']
勤	5	6	勤める|つとめる|to work for someone|5	['通勤|つうきん|commuting to work|2', '出勤|しゅっきん|going to work; at work|2']
郵	5	6	郵便局|ゆうびんきょく|post office|5	['郵送|ゆうそう|mailing|2']
窓	5	6	窓|まど|window|5	[]
降	5	6	降る|ふる|to fall; e.g. rain or snow|5	['降り出す|ふりだす |to start to rain|4', '降ろす|おろす|to take down; to launch; to drop|3']
誌	5	6	雑誌|ざっし|magazine|5	[]
蔵	5	6	冷蔵庫|れいぞうこ|refrigerator|5	['蔵相|ぞうしょう|Minister of Finance|1', '埋蔵|まいぞう|buried property; treasure trove|1']
晩	5	6	晩御飯|ばんごはん|evening meal|5	['毎晩|まいばん|every night|5', '今晩|こんばん|this evening|5']
糖	5	6	砂糖|さとう|sugar|5	[]
映	5	6	映画館|えいがかん|cinema|5	['反映|はんえい|reflection; influence|2', '映る|うつる|to be reflected; to harmonize with; to come out (photo)|2']
段	5	6	階段|かいだん|stairs|5	['段|だん|step; stair; grade; rank; level|3', '普段|ふだん|usually; habitually; ordinarily; always|3']
難	5	6	難しい|むずかしい|difficult|5	['盗難|とうなん|theft; robbery|2', '有難い|ありがたい|grateful; thankful; welcome; appreciated; evoking gratitude|2']
砂	5	6	砂糖|さとう|sugar|5	['砂漠|さばく|desert|3', '砂利|じゃり|gravel; ballast; pebbles|1']
呼	5	6	呼ぶ|よぶ|to call out; to invite|5	['呼び出す|よびだす|to summon; to call (e.g. phone)|2', '呼び掛ける|よびかける|to call out to; to accost; to address (crowd); to appeal|2']
紅	5	6	紅茶|こうちゃ|black tea|5	['口紅|くちべに|lipstick|2', '紅葉|こうよう|(Japanese) maple|2']
除	5	6	掃除|そうじする|to clean; to sweep|5	['除く|のぞく|to remove; to exclude; to except|3', '削除|さくじょ|elimination; cancellation; deletion; erasure|2']
警	5	6	警官|けいかん|policeman|5	['警告|けいこく|warning; advice|3', '警備|けいび|defense; guard; policing; security|2']
座	5	6	座る|すわる|to sit|5	['座敷|ざしき|tatami room|2', '座布団|ざぶとん|cushion (Japanese)|2']
若	5	6	若い|わかい|young|5	['若し|もし|if; in case; supposing|1', '若しかしたら|もしかしたら|perhaps; maybe; by some chance|1']
乳	5	6	牛乳|ぎゅうにゅう|milk|5	[]
痛	5	6	痛い|いたい|painful|5	['痛み|いたみ|pain; ache; sore; grief; distress|3', '苦痛|くつう|pain; agony|3']
並	5	6	並べる|ならべる|to line up; to set up|5	['並木|なみき|roadside tree; row of trees|2', '並行|へいこう|(going) side by side; concurrent; abreast; at the same time|2']
欲	5	6	欲しい|ほしい|want|5	['欲張り|よくばり|avarice; covetousness; greed|2', '欲深い|よくふかい|greedy|1']
卵	5	6	卵|たまご|egg|5	[]
灰	5	6	灰皿|はいざら|ashtray|5	['灰色|はいいろ|grey; gray; ashen|2', '灰皿|はいさら|ashtray|1']
背	5	6	背|せ|height; stature|5	['背中|せなか |back of the body|4', '背|せい|height; stature|3']
吸	5	6	吸う|すう|to smoke; to suck|5	['呼吸|こきゅう|breath; respiration|3']
暖	5	6	暖かい|あたたかい|warm|5	['温暖|おんだん|warmth|3', '暖かい|あたたか(い)|warm; mild|3']
洗	5	6	洗濯|せんたく|washing|5	['洗う|あらう|to wash|5', '手洗い|てあらい|restroom; lavatory; hand-washing|2']
々	5	EXTRA	時々|ときどき|sometimes|5	['精々|せいぜい|at the most; at best; to the utmost; as much (far) as possible|3', '偶々|たまたま|casually; unexpectedly; accidentally; by chance|3']
賑	5	EXTRA	賑やか|にぎやか|bustling; busy|5	[]
飴	5	EXTRA	飴|あめ|candy|5	[]
暇	5	S	暇|ひま|free time|5	['余暇|よか|leisure; leisure time; spare time|1', '暇|いとま|free time; leisure; leave; spare time; farewell|1']
封	5	S	封筒|ふうとう|envelope|5	['封建|ほうけん|feudalistic|1', '封|ふう|seal|1']
疲	5	S	疲れる|つかれる|to get tired|5	['疲労|ひろう|fatigue; weariness|1']
奥	5	S	奥さん|おくさん|(honorable) wife|5	[]
濯	5	S	洗濯|せんたく|washing|5	[]
伯	5	S	伯父/叔父|おじさん|uncle; middle aged gentleman|5	['伯母さん/叔母さん|おばさん|aunt|5', '伯母さん|おばさん|(hon) aunt|2']
歳	5	S	二十歳|はたち|20 years old; 20th year|5	['万歳|ばんざい|hurrah; cheers|2', '歳|さい|#NAME?|1']
嫌	5	S	嫌|いや|unpleasant|5	['嫌う|きらう|to hate; to dislike; to loathe|3', '機嫌|きげん|humour; temper; mood|3']
辛	5	S	辛い|からい|spicy|5	['塩辛い|しおからい|salty (taste)|2', '辛うじて|かろうじて|barely; narrowly; just manage to do st|1']
御	5	S	晩御飯|ばんごはん|evening meal|5	['朝御飯|あさごはん|breakfast|5', '御飯|ごはん|cooked rice; meal|5']
違	5	S	違う|ちがう|to differ|5	['違いない|ちがいない|(phrase) sure; no mistaking it; for certain|3', '違い|ちがい|difference; discrepancy|3']
甘	5	S	甘い|あまい|sweet|5	['甘口|あまくち|sweet flavour; mildness; flattery; stupidity|1', '甘える|あまえる|to behave like a spoiled child; to fawn on|1']
靴	5	S	靴下|くつした|socks|5	[]
喫	5	S	喫茶店|きっさてん|coffee lounge|5	[]
